id,word,language
1459,tapijtnek,nl
1460,teefg,nl
1461,temeier,nl
1462,teringlijer,nl
1463,toeter,nl
1464,tongzoeng,nl
1465,triootjeg,nl
1466,trottoir prostituée,nl
1467,trottoirteef,nl
1468,vergallen,nl
1469,verkloten,nl
1470,verneuken,nl
1471,viespeuk,nl
1472,vingeren,nl
1473,vleesroos,nl
1474,voor jan lul,nl
1475,voor jan-met-de-korte-achternaam,nl
1476,watje,nl
1477,welzijnsmafia,nl
1478,wijf,nl
1479,wippen,nl
1480,wuftje,nl
1481,zaadje,nl
1482,zakkenwasser,nl
1483,zeiken,nl
1484,zeiker,nl
1485,zuigen,nl
1486,zuiplap,nl
1487,drittsekk,no
1488,faen i helvete,no
1489,fitte,no
1490,jævla,no
1491,kuk,no
1492,kukene,no
1493,kuker,no
1494,pikk,no
1495,sotrør,no
1496,ståpikk,no
1497,ståpikkene,no
1498,ståpikker,no
1499,burdel,pl
1500,burdelmama,pl
1501,chujnia,pl
1502,ciota,pl
1503,cipa,pl
1504,cyc,pl
1505,dmuchać,pl
1506,do kurwy nędzy,pl
1507,dupa,pl
1508,dupek,pl
1509,duperele,pl
1510,dziwka,pl
1511,fiut,pl
1512,gówno,pl
1513,gówno prawda,pl
1514,huj,pl
1515,jajco,pl
1516,jajeczko,pl
1517,jajko,pl
1518,jajo,pl
1519,ja pierdolę,pl
1520,jebać,pl
1521,jebany,pl
1522,kurwa,pl
1523,kurwy,pl
1524,kutafon,pl
1525,kutas,pl
1526,lizać pałę,pl
1527,obciągać chuja,pl
1528,obciągać fiuta,pl
1529,obciągać loda,pl
1530,pieprzyć,pl
1531,pierdolec,pl
1532,pierdolić,pl
1533,pierdolnięty,pl
1534,pierdoła,pl
1535,pierdzieć,pl
1536,pojeb,pl
1537,popierdolony,pl
1538,robic loda,pl
1539,ruchać,pl
1540,rzygać,pl
1541,skurwysyn,pl
1542,sraczka,pl
1543,srać,pl
1544,suka,pl
1545,syf,pl
1546,wkurwiać,pl
1547,zajebisty,pl
1548,aborto,pt
1549,amador,pt
1550,aranha,pt
1551,ariano,pt
1552,balalao,pt
1553,bicha,pt
1554,biscate,pt
1555,bissexual,pt
1556,boceta,pt
1557,bosta,pt
1558,braulio de borracha,pt
1559,bumbum,pt
1560,burro,pt
1561,cabrao,pt
1562,cacete,pt
1563,cagar,pt
1564,camisinha,pt
1565,caralho,pt
1566,cerveja,pt
1567,chochota,pt
1568,chupar,pt
1569,cocaína,pt
1570,colhoes,pt
1571,comer,pt
1572,cona,pt
1573,consolo,pt
1574,corno,pt
1575,cu,pt
1576,dar o rabo,pt
1577,dum raio,pt
1578,esporra,pt
1579,fecal,pt
1580,filho da puta,pt
1581,foda,pt
1582,foda-se,pt
1583,foder,pt
1584,frango assado,pt
1585,gozar,pt
1586,grelho,pt
1587,heterosexual,pt
1588,homem gay,pt
1589,homoerótico,pt
1590,homosexual,pt
1591,inferno,pt
1592,lésbica,pt
1593,lolita,pt
1594,mama,pt
1595,paneleiro,pt
1596,passar um cheque,pt
1597,pau,pt
1598,peidar,pt
1599,pinto,pt
1600,porra,pt
1601,puta que pariu,pt
1602,puta que te pariu,pt
1603,queca,pt
1604,sacanagem,pt
1605,saco,pt
1606,torneira,pt
1607,transar,pt
1608,vai-te foder,pt
1609,vai tomar no cu,pt
1610,veado,pt
1611,vibrador,pt
1612,xana,pt
1613,xochota,pt
1614,bychara,ru
1615,byk,ru
1616,chernozhopyi,ru
1617,dolboy'eb,ru
1618,ebalnik,ru
1619,ebalo,ru
1620,ebalom sch'elkat,ru
1621,gol,ru
1622,mudack,ru
1623,opizdenet,ru
1624,osto'eblo,ru
1625,ostokhuitel'no,ru
1626,ot'ebis,ru
1627,otmudohat,ru
1628,otpizdit,ru
1629,otsosi,ru
1630,padlo,ru
1631,pedik,ru
1632,perdet,ru
1633,petuh,ru
1634,pidar gnoinyj,ru
1635,pizdato,ru
1636,pizdatyi,ru
1637,piz'det,ru
1638,pizdetc,ru
1639,pizdoi nakryt'sja,ru
1640,pizd'uk,ru
1641,piz`dyulina,ru
1642,podi ku'evo,ru
1643,poeben,ru
1644,po'imat' na konchik,ru
1645,po'iti posrat,ru
1646,po khuy,ru
1647,poluchit pizdy,ru
1648,pososi moyu konfetku,ru
1649,prissat,ru
1650,proebat,ru
1651,promudobl'adsksya pizdopro'ebina,ru
1652,propezdoloch,ru
1653,prosrat,ru
1654,raspeezdeyi,ru
1655,raspizdatyi,ru
1656,raz'yebuy,ru
1657,raz'yoba,ru
1658,s'ebat'sya,ru
1659,shalava,ru
1660,styervo,ru
1661,sukin syn,ru
1662,svodit posrat,ru
1663,svoloch,ru
1664,trakhat'sya,ru
1665,trimandoblydskiy pizdoproyob,ru
1666,ubl'yudok,ru
1667,uboy,ru
1668,u'ebitsche,ru
1669,vafl'a,ru
1670,vafli lovit,ru
1671,v pizdu,ru
1672,vyperdysh,ru
1673,vzdrochennyi,ru
1674,yeb vas,ru
1675,za'ebat,ru
1676,zaebis,ru
1677,zalupa,ru
1678,zalupat,ru
1679,zasranetc,ru
1680,zassat,ru
1681,zlo'ebuchy,ru
1682,бардак,ru
1683,бздёнок,ru
1684,блядки,ru
1685,блядовать,ru
1686,блядство,ru
1687,блядь,ru
1688,бугор,ru
1689,во пизду,ru
1690,встать раком,ru
1691,выёбываться,ru
1692,гандон,ru
1693,говно,ru
1694,говнюк,ru
1695,голый,ru
1696,дать пизды,ru
1697,дерьмо,ru
1698,дрочить,ru
1699,другой дразнится,ru
1700,ёбарь,ru
1701,ебать,ru
1702,ебать-копать,ru
1703,ебло,ru
1704,ебнуть,ru
1705,ёб твою мать,ru
1706,жопа,ru
1707,жополиз,ru
1708,играть на кожаной флейте,ru
1709,измудохать,ru
1710,каждый дрочит как он хочет,ru
1711,какая разница,ru
1712,как два пальца обоссать,ru
1713,курите мою трубку,ru
1714,лысого в кулаке гонять,ru
1715,малофя,ru
1716,манда,ru
1717,мандавошка,ru
1718,мент,ru
1719,муда,ru
1720,мудило,ru
1721,мудозмон,ru
1722,наебать,ru
1723,наебениться,ru
1724,наебнуться,ru
1725,на фиг,ru
1726,на хуй,ru
1727,на хую вертеть,ru
1728,на хуя,ru
1729,нахуячиться,ru
1730,невебенный,ru
1731,не ебет,ru
1732,ни за хуй собачу,ru
1733,ни хуя,ru
1734,обнаженный,ru
1735,обоссаться можно,ru
1736,один ебётся,ru
1737,опесдол,ru
1738,офигеть,ru
1739,охуеть,ru
1740,охуйтельно,ru
1741,половое сношение,ru
1742,секс,ru
1743,сиски,ru
1744,спиздить,ru
1745,срать,ru
1746,ссать,ru
1747,траxать,ru
1748,ты мне ваньку не валяй,ru
1749,фига,ru
1750,хапать,ru
1751,хер с ней,ru
1752,хер с ним,ru
1753,хохол,ru
1754,хрен,ru
1755,хуёво,ru
1756,хуёвый,ru
1757,хуем груши околачивать,ru
1758,хуеплет,ru
1759,хуило,ru
1760,хуиней страдать,ru
1761,хуиня,ru
1762,хуй,ru
1763,хуйнуть,ru
1764,хуй пинать,ru
1765,arsle,sv
1766,brutta,sv
1767,discofitta,sv
1768,dra åt helvete,sv
1769,fan,sv
1770,fitta,sv
1771,fittig,sv
1772,för helvete,sv
1773,helvete,sv
1774,hård,sv
1775,jävlar,sv
1776,knulla,sv
1777,kuksås,sv
1778,kötthuvud,sv
1779,köttnacke,sv
1780,moona,sv
1781,moonade,sv
1782,moonar,sv
1783,moonat,sv
1784,mutta,sv
1785,olla,sv
1786,pippa,sv
1787,pitt,sv
1788,prutt,sv
1789,pök,sv
1790,runka,sv
1791,röv,sv
1792,rövhål,sv
1793,rövknulla,sv
1794,satan,sv
1795,skita,sv
1796,skit ner dig,sv
1797,skäggbiff,sv
1798,snedfitta,sv
1799,snefitta,sv
1800,stake,sv
1801,subba,sv
1802,sås,sv
1803,sätta på,sv
1804,tusan,sv
1805,กระดอ,th
1806,กระเด้า,th
1807,กระหรี่,th
1808,กะปิ,th
1809,กู,th
1810,ขี้,th
1811,ควย,th
1812,จิ๋ม,th
1813,จู๋,th
1814,เจ๊ก,th
1815,เจี๊ยว,th
1816,ดอกทอง,th
1817,ตอแหล,th
1818,ตูด,th
1819,น้ําแตก,th
1820,มึง,th
1821,แม่ง,th
1822,เย็ด,th
1823,รูตูด,th
1824,ล้างตู้เย็น,th
1825,ส้นตีน,th
1826,สัด,th
1827,เสือก,th
1828,หญิงชาติชั่ว,th
1829,หลั่ง,th
1830,ห่า,th
1831,หํา,th
1832,หี,th
1833,เหี้ย,th
1834,อมนกเขา,th
1835,ไอ้ควาย,th
1836,ghuy'cha',tlh
1837,QI'yaH,tlh
1838,Qu'vatlh,tlh
1839,am,tr
1840,amcığa,tr
1841,amcığı,tr
1842,amcığın,tr
1843,amcık,tr
1844,amcıklar,tr
1845,amcıklara,tr
1846,amcıklarda,tr
1847,amcıklardan,tr
1848,amcıkları,tr
1849,amcıkların,tr
1850,amcıkta,tr
1851,amcıktan,tr
1852,amı,tr
1853,amlar,tr
1854,çingene,tr
1855,Çingenede,tr
1856,Çingeneden,tr
1857,Çingeneler,tr
1858,Çingenelerde,tr
1859,Çingenelerden,tr
1860,Çingenelere,tr
1861,Çingeneleri,tr
1862,Çingenelerin,tr
1863,Çingenenin,tr
1864,Çingeneye,tr
1865,Çingeneyi,tr
1866,göt,tr
1867,göte,tr
1868,götler,tr
1869,götlerde,tr
1870,götlerden,tr
1871,götlere,tr
1872,götleri,tr
1873,götlerin,tr
1874,götte,tr
1875,götten,tr
1876,götü,tr
1877,götün,tr
1878,götveren,tr
1879,götverende,tr
1880,götverenden,tr
1881,götverene,tr
1882,götvereni,tr
1883,götverenin,tr
1884,götverenler,tr
1885,götverenlerde,tr
1886,götverenlerden,tr
1887,götverenlere,tr
1888,götverenleri,tr
1889,götverenlerin,tr
1890,kaltağa,tr
1891,kaltağı,tr
1892,kaltağın,tr
1893,kaltak,tr
1894,kaltaklar,tr
1895,kaltaklara,tr
1896,kaltaklarda,tr
1897,kaltaklardan,tr
1898,kaltakları,tr
1899,kaltakların,tr
1900,kaltakta,tr
1901,kaltaktan,tr
1902,orospu,tr
1903,orospuda,tr
1904,orospudan,tr
1905,orospular,tr
1906,orospulara,tr
1907,orospularda,tr
1908,orospulardan,tr
1909,orospuları,tr
1910,orospuların,tr
1911,orospunun,tr
1912,orospuya,tr
1913,orospuyu,tr
1914,otuz birci,tr
1915,otuz bircide,tr
1916,otuz birciden,tr
1917,otuz birciler,tr
1918,otuz bircilerde,tr
1919,otuz bircilerden,tr
1920,otuz bircilere,tr
1921,otuz bircileri,tr
1922,otuz bircilerin,tr
1923,otuz bircinin,tr
1924,otuz birciye,tr
1925,otuz birciyi,tr
1926,saksocu,tr
1927,saksocuda,tr
1928,saksocudan,tr
1929,saksocular,tr
1930,saksoculara,tr
1931,saksocularda,tr
1932,saksoculardan,tr
1933,saksocuları,tr
1934,saksocuların,tr
1935,saksocunun,tr
1936,saksocuya,tr
1937,saksocuyu,tr
1938,sıçmak,tr
1939,sik,tr
1940,sike,tr
1941,siker sikmez,tr
1942,siki,tr
1943,sikilir sikilmez,tr
1944,sikin,tr
1945,sikler,tr
1946,siklerde,tr
1947,siklerden,tr
1948,siklere,tr
1949,sikleri,tr
1950,siklerin,tr
1951,sikmek,tr
1952,sikmemek,tr
1953,sikte,tr
1954,sikten,tr
1955,siktir,tr
1956,siktirir siktirmez,tr
1957,taşağa,tr
1958,taşağı,tr
1959,taşağın,tr
1960,taşak,tr
1961,taşaklar,tr
1962,taşaklara,tr
1963,taşaklarda,tr
1964,taşaklardan,tr
1965,taşakları,tr
1966,taşakların,tr
1967,taşakta,tr
1968,taşaktan,tr
1969,yarağa,tr
1970,yarağı,tr
1971,yarağın,tr
1972,yarak,tr
1973,yaraklar,tr
1974,yaraklara,tr
1975,yaraklarda,tr
1976,yaraklardan,tr
1977,yarakları,tr
1978,yarakların,tr
1979,yarakta,tr
1980,yaraktan,tr
1981,13.,zh
1982,13点,zh
1983,三级片,zh
1984,下三烂,zh
1985,下贱,zh
1986,个老子的,zh
1987,九游,zh
1988,乳,zh
1989,乳交,zh
1990,乳头,zh
1991,乳房,zh
1992,乳波臀浪,zh
1993,交配,zh
1994,仆街,zh
1995,他奶奶,zh
1996,他奶奶的,zh
1997,他奶娘的,zh
1998,他妈,zh
1999,他妈ㄉ王八蛋,zh
2000,他妈地,zh
2001,他妈的,zh
2002,他娘,zh
2003,他马的,zh
2004,你个傻比,zh
2005,你他马的,zh
2006,你全家,zh
2007,你奶奶的,zh
2008,你她马的,zh
2009,你妈,zh
2010,你妈的,zh
2011,你娘,zh
2012,你娘卡好,zh
2013,你娘咧,zh
2014,你它妈的,zh
2015,你它马的,zh
2016,你是鸡,zh
2017,你是鸭,zh
2018,你马的,zh
2019,做爱,zh
2020,傻比,zh
2021,傻逼,zh
2022,册那,zh
2023,军妓,zh
2024,几八,zh
2025,几叭,zh
2026,几巴,zh
2027,几芭,zh
2028,刚度,zh
2029,刚瘪三,zh
2030,包皮,zh
2031,十三点,zh
2032,卖B,zh
2033,卖比,zh
2034,卖淫,zh
2035,卵,zh
2036,卵子,zh
2037,双峰微颤,zh
2038,口交,zh
2039,口肯,zh
2040,叫床,zh
2041,吃屎,zh
2042,后庭,zh
2043,吹箫,zh
2044,塞你公,zh
2045,塞你娘,zh
2046,塞你母,zh
2047,塞你爸,zh
2048,塞你老师,zh
2049,塞你老母,zh
2050,处女,zh
2051,外阴,zh
2052,大卵子,zh
2053,大卵泡,zh
2054,大鸡巴,zh
2055,奶,zh
2056,奶奶的熊,zh
2057,奶子,zh
2058,奸,zh
2059,奸你,zh
2060,她妈地,zh
2061,她妈的,zh
2062,她马的,zh
2063,妈B,zh
2064,妈个B,zh
2065,妈个比,zh
2066,妈个老比,zh
2067,妈妈的,zh
2068,妈比,zh
2069,妈的,zh
2070,妈的B,zh
2071,妈逼,zh
2072,妓,zh
2073,妓女,zh
2074,妓院,zh
2075,妳她妈的,zh
2076,妳妈的,zh
2077,妳娘的,zh
2078,妳老母的,zh
2079,妳马的,zh
2080,姘头,zh
2081,姣西,zh
2082,姦,zh
2083,娘个比,zh
2084,娘的,zh
2085,婊子,zh
2086,婊子养的,zh
2087,嫖娼,zh
2088,嫖客,zh
2089,它妈地,zh
2090,它妈的,zh
2091,密洞,zh
2092,射你,zh
2093,小乳头,zh
2094,小卵子,zh
2095,小卵泡,zh
2096,小瘪三,zh
2097,小肉粒,zh
2098,小骚比,zh
2099,小骚货,zh
2100,小鸡巴,zh
2101,小鸡鸡,zh
2102,屁眼,zh
2103,屁股,zh
2104,屄,zh
2105,屌,zh
2106,干x娘,zh
2107,干七八,zh
2108,干你,zh
2109,干你妈,zh
2110,干你娘,zh
2111,干你老母,zh
2112,干你良,zh
2113,干妳妈,zh
2114,干妳娘,zh
2115,干妳老母,zh
2116,干妳马,zh
2117,干您娘,zh
2118,干机掰,zh
2119,干死CS,zh
2120,干死GM,zh
2121,干死你,zh
2122,干死客服,zh
2123,幹,zh
2124,强奸,zh
2125,强奸你,zh
2126,性,zh
2127,性器,zh
2128,性无能,zh
2129,性爱,zh
2130,情色,zh
2131,想上你,zh
2132,懆您妈,zh
2133,懆您娘,zh
2134,懒8,zh
2135,懒八,zh
2136,懒叫,zh
2137,懒教,zh
2138,成人,zh
2139,我操你祖宗十八代,zh
2140,扒光,zh
2141,打炮,zh
2142,打飞机,zh
2143,抽插,zh
2144,招妓,zh
2145,插你,zh
2146,插死你,zh
2147,撒尿,zh
2148,操你,zh
2149,操你全家,zh
2150,操你奶奶,zh
2151,操你妈,zh
2152,操你娘,zh
2153,操你祖宗,zh
2154,操你老妈,zh
2155,操你老母,zh
2156,操妳,zh
2157,操妳全家,zh
2158,操妳妈,zh
2159,操妳娘,zh
2160,操妳祖宗,zh
2161,操机掰,zh
2162,操比,zh
2163,操逼,zh
2164,放荡,zh
2165,日他娘,zh
2166,日你,zh
2167,日你妈,zh
2168,日你老娘,zh
2169,日你老母,zh
2170,日批,zh
2171,月经,zh
2172,机八,zh
2173,机巴,zh
2174,机机歪歪,zh
2175,杂种,zh
2176,浪叫,zh
2177,淫,zh
2178,淫妇,zh
2179,淫棍,zh
2180,淫水,zh
2181,淫秽,zh
2182,淫荡,zh
2183,淫西,zh
2184,湿透的内裤,zh
2185,激情,zh
2186,灨你娘,zh
2187,烂货,zh
2188,烂逼,zh
2189,爛,zh
2190,狗屁,zh
2191,狗日,zh
2192,狗狼养的,zh
2193,玉杵,zh
2194,王八蛋,zh
2195,瓜娃子,zh
2196,瓜婆娘,zh
2197,瓜批,zh
2198,瘪三,zh
2199,白烂,zh
2200,白痴,zh
2201,白癡,zh
2202,祖宗,zh
2203,私服,zh
2204,笨蛋,zh
2205,精子,zh
2206,老二,zh
2207,老味,zh
2208,老母,zh
2209,老瘪三,zh
2210,老骚比,zh
2211,老骚货,zh
2212,肉壁,zh
2213,肉棍子,zh
2214,肉棒,zh
2215,肉缝,zh
2216,肏,zh
2217,肛交,zh
2218,肥西,zh
2219,色情,zh
2220,花柳,zh
2221,荡妇,zh
2222,賤,zh
2223,贝肉,zh
2224,贱B,zh
2225,贱人,zh
2226,贱货,zh
2227,贼你妈,zh
2228,赛你老母,zh
2229,赛妳阿母,zh
2230,赣您娘,zh
2231,轮奸,zh
2232,迷药,zh
2233,逼,zh
2234,逼样,zh
2235,野鸡,zh
2236,阳具,zh
2237,阳萎,zh
2238,阴唇,zh
2239,阴户,zh
2240,阴核,zh
2241,阴毛,zh
2242,阴茎,zh
2243,阴道,zh
2244,阴部,zh
2245,雞巴,zh
2246,靠北,zh
2247,靠母,zh
2248,靠爸,zh
2249,靠背,zh
2250,靠腰,zh
2251,驶你公,zh
2252,驶你娘,zh
2253,驶你母,zh
2254,驶你爸,zh
2255,驶你老师,zh
2256,驶你老母,zh
2257,骚比,zh
2258,骚货,zh
2259,骚逼,zh
2260,鬼公,zh
2261,鸡8,zh
2262,鸡八,zh
2263,鸡叭,zh
2264,鸡吧,zh
2265,鸡奸,zh
2266,鸡巴,zh
2267,鸡芭,zh
2268,鸡鸡,zh
2269,龟儿子,zh
2270,龟头,zh
